epoch,batch,d_gan_loss,d_AU_loss,g_gan_loss,g_AU_loss,reconstr_loss,fid_joy,fid_sadness,fid_surprise,fid_contempt
17,0,-0.060693264000000004,0.065853044,-2.0359849999999997,0.05777303,0.02179956,18.809684629558692,22.274227500287797,26.634586185760927,17.643935092583174
18,0,-0.026940227,0.05432883,-1.7825381999999999,0.05916938,0.020117866,17.725133723049453,21.103369722539867,22.409931278913774,16.622680254662328
19,0,-0.05469656,0.057561133,-1.7442976000000003,0.062253244000000006,0.020284988,19.057774527239392,22.495485094160276,25.81541076449892,17.850202948990898
20,0,0.5122776,0.06834205,-9.381155,0.05794034,0.041129,267.9850053577938,252.33125754278325,282.06189146922014,262.40540633927344
21,0,0.12839699,0.07110224,-6.583724,0.06610516,0.027611574,26.36404055187603,30.843542581279763,35.82508513342029,26.92562405454285
22,0,0.03541851,0.062090788,-5.4346495,0.061810000000000004,0.021728382,19.992221591495703,24.714529286109553,27.462929461200872,19.259772014531023
23,0,-0.03377199,0.06897985,-5.3700943,0.060690794000000006,0.020140905,18.591721006212566,21.759126752042903,25.515342472769017,17.80901258765712
24,0,-0.05338788,0.056822587,-3.2525868,0.05692757,0.019428026,14.94716890641243,18.791944921442308,25.402499621154,14.372444186051553
25,0,-0.034318924,0.057427913,-2.403702,0.062021248,0.020552116999999998,16.36425963077983,19.561814640415353,21.47768574580101,15.298373717055595
26,0,0.06953597,0.06528223,-1.2497308,0.068761066,0.022666482,20.59585305580822,22.992702295774652,23.68129988324668,18.784578311436178
27,0,0.00013136864,0.058570866,-1.8108542,0.062280512999999996,0.02031815,17.956837655656532,21.156642730603377,24.31237698051743,17.003139660833625
28,0,-0.0017426014000000002,0.05834567,-2.0992484,0.074646614,0.019434864,17.200705726172544,21.043203642949774,20.980601102889835,15.468179827226207
29,0,-0.054375768,0.05499699,-1.7944883000000003,0.05993653,0.018494925,17.374481349506908,21.208469040286783,22.465791754587432,16.00229119347327
30,0,-0.044995308,0.069233805,-1.9487921000000001,0.06187024,0.016624697,16.043279498880427,19.212739284362897,22.06529027793448,14.909397682330509
30,0,-0.046180725,0.06892969,-1.9716783,0.059214354,0.018301936,15.721404060786995,18.92936403068893,22.86100027941137,15.026214316296546
31,0,-0.037501097,0.064187974,-2.468025,0.05554299,0.018378705,18.137545021703346,22.54514999018147,23.156726509711916,16.795255305124357
32,0,-0.021464467,0.061529484,-1.8682703,0.057815433,0.01751646,16.680198114297042,19.737503006949623,23.16227311995962,15.11919830960818
33,0,0.0010986328,0.061789252,-2.025645,0.066794105,0.018503593,18.23159131164732,22.122113492140073,22.838713932203376,16.582678565807498
34,0,-0.014672279,0.059596546,-0.6954676,0.055054743,0.017006323,17.837090989227875,21.851211807070797,23.729894535742744,16.459264427162424
35,0,-0.010260105,0.060219146,-1.1892109,0.06590655,0.01655356,17.132797488388974,21.48199729224018,22.658464840323802,16.26658314576281
36,0,-0.033502817,0.06290066,-1.6143374,0.05831294,0.016554892,16.755910692013288,20.022902398970984,23.065127705427642,15.444484749003692
37,0,0.0003991127,0.06802822,-0.54250216,0.07199665,0.016406255,16.974680427903877,21.092434734470856,21.54619772391746,15.618134509336699
38,0,-0.0031147003,0.061383072,-1.107709,0.066830054,0.018351134,17.12661362667822,20.333473885797076,24.111244455702035,15.711254218806545
39,0,-0.020817578,0.07161692,-0.94059324,0.06512827,0.018188521,17.287608133704936,20.88226614415737,22.96712286751358,15.757597451909788
40,0,-0.06653166,0.06407946,-1.2318591,0.058859713,0.016449492,16.95116016175072,20.555066418876606,22.86411679531801,15.794487102464899
41,0,-0.019368917,0.06512888,0.37932056,0.065444574,0.017927881,18.184101416290048,21.294347167278318,22.225789020001997,16.344479721082735
42,0,-0.022239208,0.06496269,-0.6206267,0.06588381,0.016369574,16.71125198862586,20.79104734242665,23.885288262640927,15.450851611723778
43,0,-0.031612396,0.06585523,-1.3770038,0.057768993,0.015833579,16.61608897931265,19.738812145510707,30.607027733455567,15.711272199542464
44,0,-0.045280933,0.054330084,-1.4715786,0.05917023,0.016244335,17.15904141231104,21.001191776007403,23.104926869458126,16.006243139257293
45,0,-0.021214962,0.05755968,-1.5086681,0.06225469,0.016730908,17.346434682234246,21.489505178607544,25.890559415777687,16.519788408051284
46,0,-0.04039526,0.06832989,-1.1265874,0.057930153,0.018482408,16.28529947042773,20.14842834312381,23.03242369926005,15.199120925965389
47,0,-0.031680107,0.07110185,-1.3755139,0.06610276,0.016510319,15.756294554809102,19.787861554711924,24.307860216824366,14.720815672812563
48,0,-0.008176446,0.062086504,-1.7570388,0.061807506,0.018266011,15.306173275079004,19.331189714679766,25.356033744224987,14.924948279249264
49,0,-0.042283773,0.0689825,-1.2105229,0.060692526,0.016956761,17.994134539483383,21.476892172158074,24.27548917533997,16.70617473511055
50,0,-0.002686739,0.05681552,-2.0608182,0.056923557,0.017048934,16.46722974243653,20.583622598415218,22.01811448434401,14.876732660254817
51,0,-0.012344837,0.057425804,-1.584433,0.062014382,0.016966462,16.000832922077848,19.942289374708878,22.509630498450747,15.034200491270184
52,0,-0.035181165,0.06528348,-1.226305,0.068762146,0.016466416,15.738202202947406,19.552033476967665,22.753698516942706,14.422476994619444
53,0,-0.025007486,0.058571786,-1.4032481,0.062280647,0.017333219,16.859976285342213,21.060726512229678,28.198076254331397,16.049831896200715
54,0,-0.008987784,0.058341466,-1.7691106,0.07464773,0.016736735,17.863619597143924,21.871996693000312,23.687459378186958,16.320630379642267
55,0,-0.015484333,0.054997634,-1.1163908,0.059936095,0.016227227,17.502660641701,21.730195592223083,23.06373495637817,16.052400824289577
56,0,-0.0036059618,0.069232695,-1.2628117,0.0618731,0.014388351,15.997223859401004,19.64941906766785,21.664986462166553,14.87263407453429
57,0,-0.026383638,0.05927839,-1.185924,0.060817868,0.01568045,16.65256481672023,19.881986808741885,23.2999013302867,15.552368899898113
58,0,-0.023067236,0.060018595,-1.2746801,0.06986256,0.014728379,17.27558503761665,21.547827503320093,22.819179642442748,16.328050447065777
59,0,-0.028870463,0.06201369,-1.1520343,0.06449226,0.014933481,16.058226846465033,20.92947939094006,23.512917993915124,15.184117168303004
60,0,-0.017327309,0.07708591,-1.2536654,0.058059603,0.016580986,16.93792666302258,20.709831069872223,25.46782950483518,15.770078940837038
